file	status	what_was_looked_for
docs/research/evidence/e11-tvOS-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e12-case-sensitivity-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e12-case-sensitivity-macos26.7-25G229-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e13-dyld-reboot-20260916T100005.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e13-dyld-reboot-20260916T155821.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e13b-dyld-orphan-root-delete-macos26.7-25G229-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e14a-device-set-static-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e14a-device-set-static-macos26.7-25G229-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e14b-attempt2-coresimulator-log-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e14b-control-internal-create-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e14b-control-internal-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e14b-device-set-external-attempt1-void-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e14b-device-set-external-attempt2-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e14c-image-on-vault-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e14c-image-on-vault-run1-unannounced-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e18-simctl-log-erase-macos26.6.2-25G83-xcode26.5-x86_64-superseded-20260915T201938.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e18-simctl-log-erase-macos26.6.2-25G83-xcode26.5-x86_64-superseded-20260915T202428.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e18-simctl-log-erase-macos26.6.2-25G83-xcode26.5-x86_64-superseded-20260915T202842.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e18-simctl-log-erase-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e1b-mount-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e1b-mount.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e2-macos26.6.2-25G83-xcode26.5-x86_64-cases-B-F.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e2-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e2-macos26.7-25G229-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e4a-seal-survives-external-relocation-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e4b-images-plist-refuses-root-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e4b-runtime-from-external-20260909T200000.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e4b-runtime-from-external-20260909T201158.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e4b-runtime-from-external-20260909T201649.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e4b-runtime-from-external-20260909T202430.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e6-software-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e8-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e8-macos26.7-25G229-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e8b-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e8c-import-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/e9-symlink-coresimulator-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/f11-export-installed-runtime-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/f12-export-artifact-shapes-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
docs/research/evidence/f13-offload-import-device-return-macos26.6.2-25G83-xcode26.5-x86_64.txt	not-reviewed	Append-only evidence. Not re-read: the brief forbids editing them, and re-deriving 44 experiment transcripts is not something one session can do honestly. Spot-checked only for the boot-volume label, which is the leak the redaction fix was about.
fixtures/E2Fixture/Package.swift	not-reviewed	Experiment fixture package. Not read.
fixtures/E2Fixture/Sources/E2Lib/E2Lib.swift	not-reviewed	Experiment fixture package. Not read.
fixtures/E2Fixture/Tests/E2LibTests/E2LibTests.swift	not-reviewed	Experiment fixture package. Not read.
packaging/homebrew/xcodevault.rb	reviewed	Confirmed it exposes xcodevaultctl as a binary, which is what puts Apache-2.0 object code on a user's PATH. The <owner> placeholder confirmed deliberate and left alone.
scripts/bundle-app.sh	reviewed	Signing order (inside-out, no --deep in any signing command), hardened runtime, --with-helper defaulting off, team-id validation. Modified to stamp the version from the single source of truth and to ship the licence files; re-run end to end and the output bundle inspected.
scripts/check-doc-mirror.sh	reviewed	Mutation-tested: four mutations run, one caught and three not. Rewritten to close all three (directional normalisation, root-file existence, required-pointer assertion), re-mutated, all four now caught, clean tree still passes.
scripts/experiments/common.sh	reviewed	Behaviourally compared against Redaction.swift on a fixture volume named after a person: found the boot volume's bare label was published verbatim. Ported the lookbehind equivalent into BSD sed, tested against both the leak and the Contents/MacOS destruction case, then mutation-tested both halves.
scripts/experiments/e1-mountability.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e11-staging-monitor.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e12-case-sensitivity.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e13-dyld-cache-reboot.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e13b-dyld-orphan-root-delete.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e14a-device-set-static.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e14b-control-internal-create.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e14b-device-set-external.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e14c-image-on-vault.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e15-ide-honours-device-set.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e18-simctl-log-erase.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e1b-mount-probe.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e2-external-xctest.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e4b-runtime-from-external-volume.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e6-software-unmount.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e8-feature-detect.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e8b-derived-data-key.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e8c-import-roundtrip.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/e9-symlink-coresimulator.sh	not-reviewed	Experiment scripts. Only common.sh and test-common.sh were reviewed. These 19 are the largest unreviewed surface in the repository and the first place a second pass should go - three of them (e13b, e14b, e14c) are destructive and are missing from the run-experiment skill's destructive list.
scripts/experiments/test-common.sh	reviewed	Extended with five checks pinning both halves of the boot-label rule; both new rules mutation-tested to confirm the tests grip.
scripts/harness-trap-bench.sh	not-reviewed	Not reached by any pass this session.
scripts/helper-invariants.sh	reviewed	Read as the control it claims to be; its thirteen known bypasses re-read in KNOWN-ISSUES. Not re-mutated this session - the three prior rounds stand.
scripts/release.sh	reviewed	Found the DMG was built from the un-stapled app while the comment claimed otherwise, and that an empty VERSION would notarize and publish XCodeVault-.dmg reporting success. Both fixed; syntax checked.
